cell_id,batch,cycle,max_cap,mean_cap,cycle_life
train_cell1,train,44,1.0672,0.7504299388567,2160.0
train_cell1,train,45,1.0672,0.7501748876565,2160.0
train_cell1,train,46,1.067,0.7496193254174,2160.0
train_cell1,train,47,1.0671,0.7496453161100001,2160.0
train_cell1,train,48,1.067,0.7496842868039,2160.0
train_cell1,train,49,1.067,0.7501386445737,2160.0
train_cell1,train,50,1.0672,0.7506055853827001,2160.0
train_cell1,train,51,1.067,0.7503196485011,2160.0
train_cell1,train,52,1.067,0.7509162059146001,2160.0
train_cell1,train,53,1.0671,0.7512733619599999,2160.0
train_cell1,train,54,1.0669,0.750607016526,2160.0
train_cell1,train,55,1.0665,0.7502881818522,2160.0
train_cell1,train,56,1.0667,0.7498645774029998,2160.0
train_cell1,train,57,1.0667,0.7498395811224,2160.0
train_cell1,train,58,1.067,0.7501960847939999,2160.0
train_cell1,train,59,1.0666,0.749443783703,2160.0
train_cell1,train,60,1.0667,0.7493449268006,2160.0
train_cell1,train,61,1.0666,0.7494522898029998,2160.0
train_cell1,train,62,1.0664,0.7488133675412999,2160.0
train_cell1,train,63,1.0668,0.749745070372,2160.0
train_cell1,train,64,1.0668,0.7514099995181,2160.0
train_cell1,train,65,1.0672,0.752765282633,2160.0
train_cell1,train,66,1.0673,0.7532460663184002,2160.0
train_cell1,train,67,1.0671,0.7530052562270001,2160.0
train_cell1,train,68,1.0661,0.7483136662740999,2160.0
train_cell1,train,69,1.0662,0.749272509096,2160.0
train_cell1,train,70,1.0661,0.7495585888140001,2160.0
train_cell1,train,71,1.0664,0.749596830984,2160.0
train_cell1,train,72,1.0662,0.7495647648504,2160.0
train_cell1,train,73,1.0663,0.7495538075324,2160.0
train_cell1,train,74,1.0662,0.7494154163812101,2160.0
train_cell1,train,75,1.066,0.7491845350595,2160.0
train_cell1,train,76,1.066,0.74870233898822,2160.0
train_cell1,train,77,1.066,0.7482910387120001,2160.0
train_cell1,train,78,1.0657,0.7480364130935,2160.0
train_cell1,train,79,1.066,0.7479886051964,2160.0
train_cell1,train,80,1.0658,0.7476611210805,2160.0
train_cell1,train,81,1.0655,0.7472913526560001,2160.0
train_cell1,train,82,1.0658,0.747874271699,2160.0
train_cell1,train,83,1.0658,0.7480647893491,2160.0
train_cell1,train,84,1.0655,0.7481197415701,2160.0
train_cell1,train,85,1.0655,0.7481441877011,2160.0
train_cell1,train,86,1.0655,0.748059411534,2160.0
train_cell1,train,87,1.0653,0.7483218029347,2160.0
train_cell1,train,88,1.0652,0.7482162469596001,2160.0
train_cell1,train,89,1.0652,0.748198348249,2160.0
train_cell1,train,90,1.0653,0.7479160813589999,2160.0
train_cell1,train,91,1.0653,0.74749627707,2160.0
train_cell1,train,92,1.0652,0.7471398408600001,2160.0
train_cell1,train,93,1.065,0.7471708831470001,2160.0
train_cell1,train,94,1.065,0.7472338013296999,2160.0
train_cell1,train,95,1.0652,0.7468956978807999,2160.0
train_cell1,train,96,1.065,0.746974843795,2160.0
train_cell1,train,97,1.0647,0.7469076573804999,2160.0
train_cell1,train,98,1.0647,0.7465153249904,2160.0
train_cell1,train,99,1.0647,0.7465496435334,2160.0
train_cell1,train,100,1.0647,0.7464695371901999,2160.0
train_cell2,train,2,1.0639,0.753460916818,1434.0
train_cell2,train,3,1.0656,0.7544614384001,1434.0
train_cell2,train,4,1.0663,0.7556343925557999,1434.0
train_cell2,train,5,1.0672,0.75619171273757,1434.0
train_cell2,train,6,1.0675,0.7568864680869999,1434.0
train_cell2,train,7,1.068,0.7567654061228,1434.0
train_cell2,train,8,1.0682,0.7574127192900001,1434.0
train_cell2,train,9,1.0684,0.7570907138980001,1434.0
train_cell2,train,10,1.0686,0.757227090809,1434.0
train_cell2,train,11,1.0686,0.7571369330648998,1434.0
train_cell2,train,12,45.337,20.778760912737,1434.0
train_cell2,train,13,1.0647,0.7543618691811,1434.0
train_cell2,train,14,1.0672,0.7562620909240001,1434.0
train_cell2,train,15,1.0676,0.7564670582712,1434.0
train_cell2,train,16,1.0683,0.7566433549789999,1434.0
train_cell2,train,17,1.0686,0.7566217551169,1434.0
train_cell2,train,18,1.0689,0.757003794653,1434.0
train_cell2,train,19,1.0689,0.7562479742479999,1434.0
train_cell2,train,20,1.069,0.756244153328,1434.0
train_cell2,train,21,1.0691,0.7569426817523002,1434.0
train_cell2,train,22,1.0694,0.7569013574288002,1434.0
train_cell2,train,23,1.0694,0.7565681085047,1434.0
train_cell2,train,24,1.0692,0.7562117594192999,1434.0
train_cell2,train,25,1.0695,0.756517153961,1434.0
train_cell2,train,26,1.0694,0.7560096476061,1434.0
train_cell2,train,27,1.0696,0.7559086759136,1434.0
train_cell2,train,28,1.0694,0.7555641787224999,1434.0
train_cell2,train,29,1.069,0.7551368950627199,1434.0
train_cell2,train,30,1.0693,0.7551916329389999,1434.0
train_cell2,train,31,1.0693,0.7552778358753999,1434.0
train_cell2,train,32,1.069,0.7554532857996,1434.0
train_cell2,train,33,1.0691,0.7552519635852001,1434.0
train_cell2,train,34,1.0692,0.7552914072952,1434.0
train_cell2,train,35,1.0693,0.7557074023179999,1434.0
train_cell2,train,36,1.0691,0.755927633371,1434.0
train_cell2,train,37,1.0691,0.7557193942118,1434.0
train_cell2,train,38,1.069,0.7554818745381999,1434.0
train_cell2,train,39,1.0689,0.7546703921001999,1434.0
train_cell2,train,40,1.069,0.7554695915447001,1434.0
train_cell2,train,41,1.0688,0.7549206486960001,1434.0
train_cell2,train,42,1.0688,0.7549203143151499,1434.0
train_cell2,train,43,1.069,0.7553599769845,1434.0
train_cell2,train,44,1.0692,0.755473408919,1434.0
train_cell2,train,45,1.0689,0.7551365413320001,1434.0
train_cell2,train,46,1.0688,0.7547519601259,1434.0
train_cell2,train,47,1.069,0.7541465805752999,1434.0
train_cell2,train,48,1.069,0.754345323884,1434.0
train_cell2,train,49,1.0689,0.7543089780989999,1434.0
train_cell2,train,50,1.069,0.7540538022119999,1434.0
train_cell2,train,51,1.0689,0.7539376190906,1434.0
train_cell2,train,52,1.069,0.754058915104,1434.0
train_cell2,train,53,1.0687,0.753853008051,1434.0
train_cell2,train,54,1.0688,0.7536532888785,1434.0
train_cell2,train,55,1.0687,0.753513445002,1434.0
train_cell2,train,56,1.0686,0.753192275202068,1434.0
train_cell2,train,57,1.0684,0.7529500380913,1434.0
train_cell2,train,58,1.0683,0.75328775774851,1434.0
train_cell2,train,59,1.0686,0.7539088429057,1434.0
train_cell2,train,60,1.0684,0.753705484888,1434.0
train_cell2,train,61,1.0683,0.7530945147893999,1434.0
train_cell2,train,62,1.0682,0.7537138249019,1434.0
train_cell2,train,63,1.0683,0.7537638949659999,1434.0
train_cell2,train,64,1.0682,0.7538533977138001,1434.0
train_cell2,train,65,1.0691,0.75605817982435,1434.0
train_cell2,train,66,1.0691,0.7576071783754998,1434.0
train_cell2,train,67,1.0696,0.7585245816783,1434.0
train_cell2,train,68,1.0697,0.758788084279,1434.0
train_cell2,train,69,1.069,0.7556415342992,1434.0
train_cell2,train,70,1.068,0.7532098325297,1434.0
train_cell2,train,71,1.068,0.7528753608260599,1434.0
train_cell2,train,72,1.0678,0.7525521878639999,1434.0
train_cell2,train,73,1.0679,0.752741869019,1434.0
train_cell2,train,74,1.0676,0.7522946418725001,1434.0
train_cell2,train,75,1.0677,0.7520263581047,1434.0
train_cell2,train,76,1.0677,0.7518665878054999,1434.0
train_cell2,train,77,1.0677,0.7517596872571101,1434.0
train_cell2,train,78,1.0674,0.751565620976,1434.0
train_cell2,train,79,1.0675,0.7511722926871,1434.0
train_cell2,train,80,1.0673,0.7509926289795,1434.0
train_cell2,train,81,1.0673,0.7509467339742,1434.0
train_cell2,train,82,1.0671,0.7505388729050001,1434.0
train_cell2,train,83,1.0672,0.7500810886257001,1434.0
train_cell2,train,84,1.067,0.7507087863171,1434.0
train_cell2,train,85,1.067,0.7503162912939001,1434.0
train_cell2,train,86,1.0672,0.7505395550630001,1434.0
train_cell2,train,87,1.067,0.75028619619072,1434.0
train_cell2,train,88,1.067,0.7503975072210001,1434.0
train_cell2,train,89,1.0667,0.7504719668424,1434.0
train_cell2,train,90,1.0671,0.750729919374,1434.0
train_cell2,train,91,1.0666,0.750596108651,1434.0
train_cell2,train,92,1.0668,0.7505616422620001,1434.0
train_cell2,train,93,1.0664,0.7505079053245001,1434.0
train_cell2,train,94,1.0667,0.7506862295160001,1434.0
train_cell2,train,95,1.067,0.7502587927818001,1434.0
train_cell2,train,96,1.0667,0.7504319097775,1434.0
train_cell2,train,97,1.0668,0.75037337940985,1434.0
train_cell2,train,98,1.0666,0.7503822918722,1434.0
train_cell2,train,99,1.0664,0.7498944559638001,1434.0
train_cell2,train,100,1.0664,0.7497719243668001,1434.0
train_cell3,train,2,1.0598,0.7414284365247,1074.0
train_cell3,train,3,1.0601,0.7421088826853,1074.0
train_cell3,train,4,1.0616,0.7433629211744999,1074.0
train_cell3,train,5,1.0621,0.7443662972146,1074.0
train_cell3,train,6,1.0626,0.7446337630495,1074.0
train_cell3,train,7,1.0629,0.745097513039,1074.0
train_cell3,train,8,1.0632,0.7454408205795,1074.0
train_cell3,train,9,1.0633,0.7455582756900001,1074.0
train_cell3,train,10,1.0635,0.745617329065,1074.0
train_cell3,train,11,1.0636,0.745635015815,1074.0
train_cell3,train,12,1.064,0.746057118842546,1074.0
train_cell3,train,13,1.0575,0.7408299650414001,1074.0
train_cell3,train,14,1.0609,0.7437007874557998,1074.0
train_cell3,train,15,1.0623,0.7442302390689,1074.0
train_cell3,train,16,1.0626,0.743688783614,1074.0
train_cell3,train,17,1.0631,0.7438200494838,1074.0
train_cell3,train,18,1.0631,0.7439900823783999,1074.0
train_cell3,train,19,1.0633,0.7440557924599999,1074.0
train_cell3,train,20,1.0633,0.744163461439,1074.0
train_cell3,train,21,1.0633,0.744153045562,1074.0
train_cell3,train,22,1.0634,0.7442878446887,1074.0
train_cell3,train,23,1.0635,0.7443437393708,1074.0
train_cell3,train,24,1.064,0.744381844196,1074.0
train_cell3,train,25,1.0638,0.7441869799405,1074.0
train_cell3,train,26,1.0637,0.7442623068636,1074.0
train_cell3,train,27,1.0635,0.744163011034,1074.0
train_cell3,train,28,1.0633,0.7441787984616999,1074.0
train_cell3,train,29,1.0635,0.7439111783560001,1074.0
train_cell3,train,30,1.0635,0.7438720694617398,1074.0
train_cell3,train,31,1.0635,0.7437070892393999,1074.0
train_cell3,train,32,1.0634,0.7435933606583,1074.0
train_cell3,train,33,1.0633,0.743439862797,1074.0
train_cell3,train,34,1.0633,0.7433982896982,1074.0
train_cell3,train,35,1.0633,0.743310092025,1074.0
train_cell3,train,36,1.0635,0.7434588766253,1074.0
train_cell3,train,37,1.0634,0.7432459523755999,1074.0
train_cell3,train,38,1.0633,0.7430297582255,1074.0
train_cell3,train,39,1.0633,0.7430038703793,1074.0
train_cell3,train,40,1.0632,0.7424411507373,1074.0
train_cell3,train,41,1.063,0.7425327589819001,1074.0
train_cell3,train,42,1.0631,0.7424474654200001,1074.0
train_cell3,train,43,1.0631,0.7423183760936001,1074.0
train_cell3,train,44,1.0631,0.742356533791,1074.0
train_cell3,train,45,1.0631,0.7423255396151999,1074.0
train_cell3,train,46,1.0629,0.7421695676008001,1074.0
train_cell3,train,47,1.0628,0.7418695693243,1074.0
train_cell3,train,48,1.063,0.7415162132049999,1074.0
train_cell3,train,49,1.0629,0.7414792363230002,1074.0
train_cell3,train,50,1.0627,0.7414848608060001,1074.0
train_cell3,train,51,1.0627,0.7412500780760002,1074.0
train_cell3,train,52,1.0627,0.7410412385178701,1074.0
train_cell3,train,53,1.0625,0.7410792647434,1074.0
train_cell3,train,54,1.0626,0.7406957066113,1074.0
train_cell3,train,55,1.0624,0.7408812074316999,1074.0
train_cell3,train,56,1.0625,0.7405080896640001,1074.0
train_cell3,train,57,1.0626,0.7402963148241002,1074.0
train_cell3,train,58,1.0619,0.7397530886079999,1074.0
train_cell3,train,59,1.0623,0.7396590285013999,1074.0
train_cell3,train,60,1.0621,0.7395212814829999,1074.0
train_cell3,train,61,1.0623,0.7399728468644999,1074.0
train_cell3,train,62,1.0621,0.7392227025235,1074.0
train_cell3,train,63,1.0621,0.7391363643705999,1074.0
train_cell3,train,64,1.0619,0.7390015199941,1074.0
train_cell3,train,65,1.0623,0.7404315459761,1074.0
train_cell3,train,66,1.0636,0.74628062312183,1074.0
train_cell3,train,67,1.0641,0.7481857711513998,1074.0
train_cell3,train,68,1.0642,0.7493048298837001,1074.0
train_cell3,train,69,1.0643,0.7499162517144,1074.0
train_cell3,train,70,1.0645,0.7498763899542,1074.0
train_cell3,train,71,1.0618,0.739341404476,1074.0
train_cell3,train,72,1.0616,0.7381910937103999,1074.0
train_cell3,train,73,1.0617,0.737754587832,1074.0
train_cell3,train,74,1.0615,0.7377457514461,1074.0
train_cell3,train,75,1.0612,0.737661132627,1074.0
train_cell3,train,76,1.0613,0.7376229503175,1074.0
train_cell3,train,77,1.0611,0.73736218179697,1074.0
train_cell3,train,78,1.0607,0.7372888652288001,1074.0
train_cell3,train,79,1.0609,0.73721668564303,1074.0
train_cell3,train,80,1.0611,0.7370659052634401,1074.0
train_cell3,train,81,1.0609,0.7377146558266999,1074.0
train_cell3,train,82,1.0608,0.73686717167,1074.0
train_cell3,train,83,1.0608,0.7365757019245999,1074.0
train_cell3,train,84,1.0607,0.7366188703752999,1074.0
train_cell3,train,85,1.0606,0.7364783884195001,1074.0
train_cell3,train,86,1.0605,0.7362470401423,1074.0
train_cell3,train,87,1.0606,0.7363642097902,1074.0
train_cell3,train,88,1.0604,0.7359580529975001,1074.0
train_cell3,train,89,1.0603,0.7358982992308001,1074.0
train_cell3,train,90,1.0602,0.7356315966803001,1074.0
train_cell3,train,91,1.0603,0.7357023282390001,1074.0
train_cell3,train,92,1.0602,0.7355114363602999,1074.0
train_cell3,train,93,1.0601,0.7354774372524999,1074.0
train_cell3,train,94,1.0597,0.7351624587113,1074.0
train_cell3,train,95,1.06,0.7349776974390001,1074.0
train_cell3,train,96,1.0599,0.73499928863792,1074.0
train_cell3,train,97,1.0597,0.7346637693642,1074.0
train_cell3,train,98,1.0596,0.7346049763341,1074.0
train_cell3,train,99,1.0596,0.7345378372745001,1074.0
train_cell3,train,100,1.0596,0.7345418476709001,1074.0
train_cell4,train,2,1.0785,0.7638563588198001,870.0
train_cell4,train,3,1.0798,0.765127154759,870.0
train_cell4,train,4,1.0808,0.76613130085,870.0
train_cell4,train,5,1.0812,0.7666619759469999,870.0
train_cell4,train,6,1.0816,0.766827261433,870.0
train_cell4,train,7,1.0821,0.7672764366803001,870.0
train_cell4,train,8,1.0822,0.7675380054691,870.0
train_cell4,train,9,1.0823,0.7671894519978,870.0
train_cell4,train,10,1.0823,0.7673253619028,870.0
train_cell4,train,11,1.0823,0.7669873169072,870.0
train_cell4,train,12,1.0821,0.7669029327876001,870.0
train_cell4,train,13,1.0769,0.7601081859569,870.0
train_cell4,train,14,1.0786,0.7633776677572001,870.0
train_cell4,train,15,1.0799,0.764782645775,870.0
train_cell4,train,16,1.0803,0.7636695239060001,870.0
train_cell4,train,17,1.0807,0.7642032234038,870.0
train_cell4,train,18,1.0811,0.7643985966242,870.0
train_cell4,train,19,1.0811,0.764714750918,870.0
train_cell4,train,20,1.0811,0.76424788228368,870.0
train_cell4,train,21,1.0815,0.7645080680489,870.0
train_cell4,train,22,1.0814,0.764685933603,870.0
train_cell4,train,23,1.0816,0.7649105704491,870.0
train_cell4,train,24,1.0814,0.7645967880584998,870.0
train_cell4,train,25,1.0816,0.7645934640524,870.0
train_cell4,train,26,1.0815,0.764520935636,870.0
train_cell4,train,27,1.0815,0.7643628635949,870.0
train_cell4,train,28,1.0814,0.764257605808,870.0
train_cell4,train,29,1.0816,0.7640924942722999,870.0
train_cell4,train,30,1.0814,0.763789788821,870.0
train_cell4,train,31,1.081,0.7635654319585,870.0
train_cell4,train,32,1.0812,0.763235858748,870.0
train_cell4,train,33,1.0812,0.7632537573579,870.0
train_cell4,train,34,1.081,0.762694925188,870.0
train_cell4,train,35,1.081,0.7629119567382999,870.0
train_cell4,train,36,1.0809,0.762655047554,870.0
train_cell4,train,37,1.0809,0.7624305649626999,870.0
train_cell4,train,38,1.0808,0.7623172052498001,870.0
train_cell4,train,39,1.0807,0.762037888522,870.0
train_cell4,train,40,1.0805,0.761584448778,870.0
train_cell4,train,41,1.0805,0.7613649382344999,870.0
train_cell4,train,42,1.0804,0.7611474808519,870.0
train_cell4,train,43,1.0802,0.7610018469651,870.0
train_cell4,train,44,1.0801,0.7610559731061001,870.0
train_cell4,train,45,1.0804,0.761132266066,870.0
train_cell4,train,46,1.0803,0.7609390402320999,870.0
train_cell4,train,47,1.0801,0.7606588454890001,870.0
train_cell4,train,48,1.0801,0.7605610809807,870.0
train_cell4,train,49,1.08,0.7601508659280001,870.0
train_cell4,train,50,1.0799,0.7600730121359999,870.0
train_cell4,train,51,1.0799,0.7600664622617,870.0
train_cell4,train,52,1.0797,0.7598037474964999,870.0
train_cell4,train,53,1.0796,0.7595756865361,870.0
train_cell4,train,54,1.0796,0.7595471505817999,870.0
train_cell4,train,55,1.0795,0.7594537252367001,870.0
train_cell4,train,56,1.0793,0.759389630891,870.0
train_cell4,train,57,1.0793,0.7592218022720999,870.0
train_cell4,train,58,1.0792,0.7588291737295001,870.0
train_cell4,train,59,1.0791,0.7582962417340001,870.0
train_cell4,train,60,1.0789,0.757923550434,870.0
train_cell4,train,61,1.0787,0.7578466549223999,870.0
train_cell4,train,62,1.0788,0.758039390072,870.0
train_cell4,train,63,1.0785,0.75740834554398,870.0
train_cell4,train,64,1.0786,0.7572991395727,870.0
train_cell4,train,65,1.0784,0.7574876004666,870.0
train_cell4,train,66,1.0784,0.7568993154147999,870.0
train_cell4,train,67,1.0784,0.7572153433985,870.0
train_cell4,train,68,1.0785,0.758647769659,870.0
train_cell4,train,69,1.0789,0.7601594085936,870.0
train_cell4,train,70,1.0792,0.7607319025327001,870.0
train_cell4,train,71,1.0791,0.7606927239843001,870.0
train_cell4,train,72,1.0782,0.757538784482,870.0
train_cell4,train,73,1.0778,0.7558211347984,870.0
train_cell4,train,74,1.0776,0.7555801370223,870.0
train_cell4,train,75,1.0775,0.7552714818477001,870.0
train_cell4,train,76,1.0775,0.7552273796248,870.0
train_cell4,train,77,1.0772,0.7550221694365999,870.0
train_cell4,train,78,1.0772,0.754842296754,870.0
train_cell4,train,79,1.0771,0.7547637122598001,870.0
train_cell4,train,80,1.077,0.7545753758152,870.0
train_cell4,train,81,1.0769,0.754362356807,870.0
train_cell4,train,82,1.0768,0.7541518090028001,870.0
train_cell4,train,83,1.0769,0.7538895592371,870.0
train_cell4,train,84,1.0765,0.7535615855575001,870.0
train_cell4,train,85,1.0766,0.7535239964282,870.0
train_cell4,train,86,1.0763,0.7530547601205001,870.0
train_cell4,train,87,1.0763,0.753142981562,870.0
train_cell4,train,88,1.0763,0.752867753372933,870.0
train_cell4,train,89,1.0761,0.7527841387203,870.0
train_cell4,train,90,1.0759,0.7523924146790001,870.0
train_cell4,train,91,1.0759,0.752195862297,870.0
train_cell4,train,92,1.0759,0.7519962762945,870.0
train_cell4,train,93,1.0756,0.7520052666109999,870.0
train_cell4,train,94,1.0755,0.7517561449073,870.0
train_cell4,train,95,1.0755,0.7515814453369,870.0
train_cell4,train,96,1.0753,0.7513591503556,870.0
train_cell4,train,97,1.0751,0.75102713198951,870.0
train_cell4,train,98,1.0752,0.7509909868877,870.0
train_cell4,train,99,1.0752,0.7507379915580001,870.0
train_cell4,train,100,1.075,0.7506787623738999,870.0
train_cell5,train,2,1.0345,0.7314399987094,788.0
train_cell5,train,3,1.036,0.7323988229955001,788.0
train_cell5,train,4,1.0363,0.73304859004,788.0
train_cell5,train,5,1.0373,0.7338662662369999,788.0
train_cell5,train,6,1.0375,0.7343949545180001,788.0
train_cell5,train,7,1.0382,0.7351626574265,788.0
train_cell5,train,8,1.0381,0.7355472619536999,788.0
train_cell5,train,9,1.0383,0.73592712248191,788.0
train_cell5,train,10,1.0386,0.7360026897884,788.0
train_cell5,train,11,1.0385,0.7361559485651,788.0
train_cell5,train,12,1.039,0.736586832296,788.0
train_cell5,train,13,1.0358,0.7351251293461,788.0
train_cell5,train,14,1.0391,0.7373993408199,788.0
train_cell5,train,15,1.04,0.7372328750452,788.0
train_cell5,train,16,1.0401,0.7370319569501,788.0
train_cell5,train,17,1.0406,0.7372785085149001,788.0
train_cell5,train,18,1.0405,0.7372185713177001,788.0
train_cell5,train,19,1.0407,0.7372381632464999,788.0
train_cell5,train,20,1.0407,0.7376022721590001,788.0
train_cell5,train,21,1.0407,0.737309229174,788.0
train_cell5,train,22,1.0408,0.7372575047629999,788.0
train_cell5,train,23,1.041,0.7374707691010001,788.0
train_cell5,train,24,1.0409,0.7374639232951,788.0
train_cell5,train,25,1.0412,0.7377143849380001,788.0
train_cell5,train,26,1.0412,0.7377580905162,788.0
train_cell5,train,27,1.0411,0.7375680348705,788.0
train_cell5,train,28,1.0411,0.7372263769280001,788.0
train_cell5,train,29,1.0411,0.7369161794388999,788.0
train_cell5,train,30,1.0413,0.7366722331475001,788.0
train_cell5,train,31,1.0412,0.736441602188,788.0
train_cell5,train,32,1.0412,0.736428781159,788.0
train_cell5,train,33,1.0411,0.7360984251782,788.0
train_cell5,train,34,1.0411,0.7361416644730001,788.0
train_cell5,train,35,1.0412,0.7360352124211,788.0
train_cell5,train,36,1.041,0.7357595887055,788.0
train_cell5,train,37,1.0411,0.7356636414327999,788.0
train_cell5,train,38,1.0411,0.7353168455541,788.0
train_cell5,train,39,1.0409,0.7350689583973,788.0
train_cell5,train,40,1.041,0.735013214045,788.0
train_cell5,train,41,1.041,0.734773606018,788.0
train_cell5,train,42,1.0411,0.7348733145694,788.0
train_cell5,train,43,1.0409,0.735074999062,788.0
train_cell5,train,44,1.0411,0.7348971018253401,788.0
train_cell5,train,45,1.0411,0.734790732753,788.0
train_cell5,train,46,1.0409,0.7348349975147,788.0
train_cell5,train,47,1.0409,0.7347184162654999,788.0
train_cell5,train,48,1.0409,0.7346136984419999,788.0
train_cell5,train,49,1.0408,0.7345158800404001,788.0
train_cell5,train,50,1.0408,0.7345031643007001,788.0
train_cell5,train,51,1.041,0.7347022390569999,788.0
train_cell5,train,52,1.0409,0.7345346945339,788.0
train_cell5,train,53,1.041,0.7346059518257,788.0
train_cell5,train,54,1.0409,0.7342867554552001,788.0
train_cell5,train,55,1.0409,0.7342717198642001,788.0
train_cell5,train,56,1.041,0.733952020087,788.0
train_cell5,train,57,1.0407,0.7335488153954,788.0
train_cell5,train,58,1.0407,0.7332443194594,788.0
train_cell5,train,59,1.0407,0.7331730213747,788.0
train_cell5,train,60,1.0407,0.7332929930293001,788.0
train_cell5,train,61,1.0407,0.7328882160764,788.0
train_cell5,train,62,1.0406,0.7327257003127999,788.0
train_cell5,train,63,1.0406,0.7328290175290001,788.0
train_cell5,train,64,1.0405,0.7324246312805,788.0
train_cell5,train,65,1.0408,0.7338162442788999,788.0
train_cell5,train,66,1.0411,0.735461430107,788.0
train_cell5,train,67,1.0415,0.73681594396106,788.0
train_cell5,train,68,1.0416,0.7374093655498,788.0
train_cell5,train,69,1.0415,0.7374503818749999,788.0
train_cell5,train,70,1.0407,0.7330584420206001,788.0
train_cell5,train,71,1.0403,0.7313501530014,788.0
train_cell5,train,72,1.0404,0.7311505570501999,788.0
train_cell5,train,73,1.0401,0.7309040338563101,788.0
train_cell5,train,74,1.0402,0.7306127539402001,788.0
train_cell5,train,75,1.0401,0.7306151328056001,788.0
train_cell5,train,76,1.0402,0.7305832799623,788.0
train_cell5,train,77,1.0401,0.7306925583226002,788.0
train_cell5,train,78,1.0401,0.73056310215263,788.0
train_cell5,train,79,1.0401,0.730239627242,788.0
train_cell5,train,80,1.0401,0.7304138556923999,788.0
train_cell5,train,81,1.0399,0.73019222950364,788.0
train_cell5,train,82,1.0397,0.7298751184629,788.0
train_cell5,train,83,1.0399,0.72992404487342,788.0
train_cell5,train,84,1.0398,0.7298603525130001,788.0
train_cell5,train,85,1.0398,0.7298693608508998,788.0
train_cell5,train,86,1.0398,0.7296219754312001,788.0
train_cell5,train,87,1.0395,0.7293854520097,788.0
train_cell5,train,88,1.0397,0.7292908801941401,788.0
train_cell5,train,89,1.0395,0.7289237823256999,788.0
train_cell5,train,90,1.0395,0.7292005010545,788.0
train_cell5,train,91,1.0395,0.7290280344507999,788.0
train_cell5,train,92,1.0395,0.7288278122699998,788.0
train_cell5,train,93,1.0395,0.7287988983607999,788.0
train_cell5,train,94,1.0394,0.728421487083,788.0
train_cell5,train,95,1.0393,0.7284499389623,788.0
train_cell5,train,96,1.0393,0.7281986893466998,788.0
train_cell5,train,97,1.0392,0.7280548636404,788.0
train_cell5,train,98,1.039,0.7278842483489999,788.0
train_cell5,train,99,1.0391,0.7276631665991,788.0
train_cell5,train,100,1.0392,0.7276244265793,788.0
train_cell6,train,2,1.044,0.7365296501395,719.0
train_cell6,train,3,1.0459,0.7381126162293001,719.0
train_cell6,train,4,1.0468,0.73925142284,719.0
train_cell6,train,5,1.0476,0.7403132567863999,719.0
train_cell6,train,6,1.0484,0.7409961811308,719.0
train_cell6,train,7,1.0487,0.741456684345,719.0
train_cell6,train,8,1.0493,0.7421144454081,719.0
