date,serial_number,model,failure,smart_5_raw,smart_187_raw,smart_188_raw,smart_197_raw,smart_198_raw,smart_199_raw
2016-04-09,S30073JN,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-10,S30073JN,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-01,S3007K7N,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-02,S3007K7N,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-03,S3007K7N,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-04,S3007K7N,ST4000DM000,1,0,0.0,0.0,0,0,0
2016-01-01,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-02,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-03,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-04,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-05,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-06,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-07,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-08,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-09,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-10,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-11,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-12,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-13,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-14,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-15,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-16,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-17,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-18,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-19,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-20,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-21,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-01,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-02,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-03,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-04,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-05,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-06,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-07,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-08,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-09,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-10,S3007ZJP,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-18,S3009QRB,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-19,S3009QRB,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-20,S3009QRB,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-21,S3009QRB,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-01,S3009QRB,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-02,S3009QRB,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-03,S3009QRB,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-04,S3009QRB,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-05,S3009QRB,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-06,S3009QRB,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-07,S3009QRB,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-08,S3009QRB,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-09,S3009QRB,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-10,S3009QRB,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-01,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-02,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-03,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-04,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-05,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-06,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-07,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-08,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-09,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-10,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-11,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-12,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-13,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-14,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-15,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-16,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-17,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-18,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-19,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-20,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-21,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-01,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-02,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-03,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-04,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-05,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-06,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-07,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-08,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-09,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-10,S3009VCW,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-01,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-02,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-03,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-04,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-05,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-06,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-07,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-08,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-09,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-10,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-11,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-12,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-13,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-14,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-15,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-16,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-17,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-18,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-19,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-20,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-21,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-01,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-02,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-03,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-04,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-05,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-06,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-07,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-08,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-09,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-10,S300CP5E,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-01,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-02,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-03,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-04,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-05,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-06,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-07,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-08,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-09,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-10,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-11,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-12,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-13,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-14,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-15,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-16,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-17,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-18,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-19,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-20,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-21,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-01,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-02,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-03,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-04,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-05,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-06,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-07,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-08,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-09,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-10,S300TQZA,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-01,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-02,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-03,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-04,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-05,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-06,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-07,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-08,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-09,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-10,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-11,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-12,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-13,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-14,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-15,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-16,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-17,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-18,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-19,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-20,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-21,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-01,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-02,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-03,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-04,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-05,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-06,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-07,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-08,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-09,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-10,S300VKYD,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-01,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-02,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-03,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-04,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-05,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-06,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-07,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-08,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-09,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-10,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-11,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-12,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-13,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-14,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-15,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-16,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-17,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-18,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-19,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-20,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-21,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-01,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-02,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-03,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-04,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-05,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-06,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-07,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-08,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-09,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-04-10,S300VL1H,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-01,S300VL5G,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-02,S300VL5G,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-03,S300VL5G,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-04,S300VL5G,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-05,S300VL5G,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-06,S300VL5G,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-07,S300VL5G,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-08,S300VL5G,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-09,S300VL5G,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-10,S300VL5G,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-11,S300VL5G,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-12,S300VL5G,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-13,S300VL5G,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-14,S300VL5G,ST4000DM000,0,0,0.0,0.0,0,0,0
2016-01-15,S300VL5G,ST4000DM000,0,0,0.0,0.0,0,0,0
